imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./dataset/set27/CIMG1611_-_SHEEP_#5.jpg,"[[247, 21, 1047, 970]]","[[273, 27]]","[[492, 274]]","[[538, 346]]","[[1009, 355]]","[[1014, 259]]","[[1289, 98]]","[[851, 874]]","[[838, 956]]"
./dataset/set27/CIMG1789_-_SHEEP_#4.jpg,"[[144, 56, 887, 678]]","[[143, 108]]","[[386, 156]]","[[408, 223]]","[[765, 229]]","[[800, 181]]","[[1035, 170]]","[[558, 645]]","[[566, 699]]"
./dataset/set27/CIMG1838_-_SHEEP_#5.jpg,"[[265, 75, 752, 729]]","[[280, 78]]","[[452, 273]]","[[461, 345]]","[[807, 349]]","[[835, 291]]","[[1000, 141]]","[[585, 695]]","[[593, 763]]"
./dataset/set27/CIMG2711_-_SHEEP_#5.jpg,"[[95, 268, 495, 507]]","[[112, 278]]","[[228, 390]]","[[234, 442]]","[[451, 460]]","[[468, 393]]","[[581, 272]]","[[320, 731]]","[[317, 763]]"
./dataset/set27/CIMG2737_-_SHEEP_#1.jpg,"[[218, 157, 897, 612]]","[[223, 209]]","[[474, 267]]","[[495, 310]]","[[791, 370]]","[[834, 368]]","[[1110, 397]]","[[534, 684]]","[[529, 737]]"
./dataset/set27/CIMG3075_-_SHEEP_#4.jpg,"[[316, 235, 689, 590]]","[[286, 353]]","[[511, 391]]","[[542, 441]]","[[824, 412]]","[[819, 349]]","[[1000, 256]]","[[772, 787]]","[[766, 811]]"
./dataset/set27/CIMG3091_-_SHEEP_#3.jpg,"[[203, 240, 438, 421]]","[[201, 300]]","[[332, 364]]","[[352, 403]]","[[538, 383]]","[[547, 339]]","[[643, 238]]","[[462, 637]]","[[466, 653]]"
./dataset/set27/CIMG3108_-_SHEEP_#2.jpg,"[[280, 158, 534, 606]]","[[284, 159]]","[[376, 259]]","[[353, 348]]","[[624, 371]]","[[655, 323]]","[[834, 241]]","[[408, 721]]","[[421, 757]]"
./dataset/set27/CIMG3202_-_SHEEP_#9.jpg,"[[354, 216, 738, 523]]","[[375, 245]]","[[561, 306]]","[[571, 355]]","[[853, 365]]","[[881, 331]]","[[1067, 281]]","[[671, 653]]","[[675, 697]]"
./dataset/set27/CIMG3204_-_SHEEP_#9.jpg,"[[340, 164, 736, 586]]","[[349, 173]]","[[508, 301]]","[[529, 352]]","[[817, 358]]","[[853, 324]]","[[1057, 225]]","[[648, 671]]","[[651, 711]]"
