imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./training_data/set8/114781031_9cb9208a6b.jpg,"[[209, 239, 75, 51], [397, 228, 74, 55], [158, 215, 63, 49], [329, 174, 56, 43], [235, 54, 43, 38], [319, 56, 43, 34], [358, 59, 49, 41], [123, 59, 44, 39], [33, 170, 61, 43], [28, 244, 75, 55], [11, 124, 53, 41]]","[[212, 249], [400, 238], [163, 227], [332, 182], [238, 61], [320, 62], [359, 71], [128, 69], [36, 182], [34, 263], [16, 139]]","[[224, 251], [414, 243], [172, 227], [340, 184], [246, 65], [327, 63], [367, 71], [135, 69], [45, 185], [47, 265], [27, 139]]","[[234, 255], [421, 248], [180, 231], [348, 187], [251, 67], [331, 67], [372, 75], [139, 72], [54, 188], [56, 268], [29, 141]]","[[261, 253], [449, 247], [205, 230], [371, 187], [266, 65], [347, 65], [389, 73], [157, 71], [76, 188], [81, 262], [47, 138]]","[[268, 249], [456, 243], [210, 226], [375, 183], [270, 62], [352, 63], [395, 70], [159, 68], [79, 185], [85, 259], [53, 136]]","[[278, 244], [469, 236], [219, 224], [384, 182], [277, 58], [359, 61], [402, 67], [166, 67], [88, 181], [98, 250], [59, 133]]","[[251, 275], [437, 271], [199, 248], [362, 202], [260, 75], [337, 77], [378, 87], [150, 85], [70, 200], [74, 284], [29, 152]]","[[251, 282], [437, 277], [198, 254], [363, 210], [261, 82], [339, 81], [378, 92], [151, 89], [69, 204], [75, 289], [33, 158]]"
./training_data/set8/40298766.CountingSheep.jpg,"[[278, 227, 224, 168], [338, 452, 230, 174], [613, 261, 201, 172], [522, 149, 201, 154], [35, 213, 244, 153], [731, 177, 174, 110]]","[[297, 216], [343, 485], [615, 267], [539, 139], [32, 236], [718, 170]]","[[306, 244], [393, 501], [642, 306], [546, 171], [81, 244], [746, 184]]","[[326, 282], [406, 508], [649, 326], [567, 195], [115, 263], [761, 203]]","[[412, 279], [497, 504], [739, 326], [646, 199], [200, 262], [837, 211]]","[[440, 268], [517, 485], [753, 311], [665, 189], [223, 249], [857, 203]]","[[493, 244], [564, 463], [810, 280], [708, 168], [272, 235], [893, 198]]","[[363, 351], [439, 586], [686, 397], [606, 269], [152, 327], [775, 255]]","[[366, 373], [441, 608], [687, 416], [606, 287], [153, 345], [775, 274]]"
./training_data/set8/article-0-14215CE0000005DC-388_468x602.jpg,"[[108, 69, 257, 232]]","[[115, 95]]","[[170, 109]]","[[181, 135]]","[[286, 130]]","[[300, 111]]","[[359, 95]]","[[232, 258]]","[[235, 281]]"
./training_data/set8/baby-sheep.jpg,"[[99, 35, 186, 115]]","[[104, 58]]","[[147, 71]]","[[159, 82]]","[[223, 80]]","[[233, 68]]","[[275, 50]]","[[191, 120]]","[[192, 130]]"
./training_data/set8/caption-sheep.jpg,"[[280, 398, 150, 115]]","[[283, 418]]","[[314, 423]]","[[325, 426]]","[[385, 426]]","[[392, 423]]","[[427, 418]]","[[356, 483]]","[[357, 496]]"
./training_data/set8/curious-sheep-wallpapers_10924_2560x1600.jpg,"[[740, 249, 512, 275]]","[[740, 310]]","[[878, 315]]","[[913, 315]]","[[1071, 337]]","[[1106, 335]]","[[1246, 378]]","[[970, 443]]","[[968, 487]]"
./training_data/set8/sheep-portrait_144.jpg,"[[96, 51, 346, 248]]","[[102, 105]]","[[179, 115]]","[[203, 122]]","[[332, 117]]","[[358, 104]]","[[434, 70]]","[[277, 237]]","[[278, 268]]"
./training_data/set8/sheep.jpg,"[[467, 125, 276, 195], [153, 35, 244, 223]]","[[473, 145], [186, 49]]","[[548, 181], [250, 68]]","[[556, 202], [246, 101]]","[[654, 198], [312, 111]]","[[666, 183], [343, 82]]","[[738, 143], [336, 51]]","[[604, 274], [175, 205]]","[[604, 295], [189, 235]]"
./training_data/set8/sheep_smile_by_chrisellis211-d523m12.jpg,"[[312, 67, 905, 685]]","[[330, 86]]","[[553, 248]]","[[629, 283]]","[[978, 309]]","[[993, 266]]","[[1209, 212]]","[[888, 601]]","[[859, 678]]"
./training_data/set8/SheepDayPic.jpg,"[[169, 59, 145, 110], [4, 80, 130, 96], [104, 7, 90, 68]]","[[173, 69], [6, 94], [108, 18]]","[[202, 83], [29, 101], [128, 24]]","[[214, 103], [44, 119], [133, 37]]","[[271, 107], [94, 119], [169, 37]]","[[284, 94], [109, 103], [174, 23]]","[[314, 85], [131, 94], [191, 16]]","[[240, 146], [69, 156], [153, 63]]","[[239, 157], [69, 163], [153, 72]]"
