imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./dataset/set11/CIMG2556_-_SHEEP_#26.jpg,"[[212, 120, 824, 670]]","[[243, 158]]","[[398, 308]]","[[471, 373]]","[[805, 347]]","[[797, 265]]","[[1024, 135]]","[[778, 672]]","[[773, 729]]"
./dataset/set11/CIMG2822_-_SHEEP_#28.jpg,"[[173, 184, 465, 408]]","[[182, 226]]","[[301, 298]]","[[324, 335]]","[[528, 311]]","[[521, 265]]","[[629, 194]]","[[492, 527]]","[[493, 560]]"
./dataset/set11/CIMG2843_-_SHEEP_#25.jpg,"[[288, 115, 886, 721]]","[[304, 159]]","[[500, 276]]","[[487, 338]]","[[844, 372]]","[[889, 308]]","[[1166, 135]]","[[511, 746]]","[[526, 803]]"
./dataset/set11/CIMG2990_-_SHEEP_#1.jpg,"[[199, 198, 668, 699]]","[[215, 559]]","[[353, 400]]","[[366, 390]]","[[715, 365]]","[[747, 336]]","[[833, 492]]","[[528, 845]]","[[553, 884]]"
./dataset/set11/CIMG3468_-_SHEEP_#39.jpg,"[[522, 208, 630, 588]]","[[533, 217]]","[[648, 344]]","[[649, 410]]","[[929, 425]]","[[950, 376]]","[[1133, 289]]","[[731, 727]]","[[736, 775]]"
./dataset/set11/CIMG3716_-_SHEEP_#_32.jpg,"[[186, 273, 420, 388]]","[[196, 319]]","[[291, 358]]","[[278, 389]]","[[461, 391]]","[[503, 361]]","[[595, 296]]","[[243, 579]]","[[253, 619]]"
./dataset/set11/CIMG3732_-_SHEEP_#_39.jpg,"[[339, 350, 459, 437]]","[[350, 358]]","[[450, 416]]","[[445, 453]]","[[636, 471]]","[[704, 441]]","[[771, 366]]","[[345, 699]]","[[364, 747]]"
./dataset/set11/CIMG5841_-_SHEEP_#_35.jpg,"[[556, 344, 399, 301]]","[[559, 403]]","[[662, 404]]","[[670, 427]]","[[851, 420]]","[[859, 390]]","[[950, 366]]","[[761, 582]]","[[761, 618]]"
./dataset/set11/CIMG5909_-_SHEEP_#_36.jpg,"[[343, 220, 663, 459]]","[[360, 286]]","[[509, 342]]","[[551, 355]]","[[830, 338]]","[[825, 313]]","[[990, 233]]","[[809, 561]]","[[808, 608]]"
./dataset/set11/CIMG5956_-_SHEEP_#_30.jpg,"[[407, 416, 395, 371]]","[[419, 425]]","[[528, 464]]","[[513, 521]]","[[698, 525]]","[[720, 477]]","[[793, 448]]","[[570, 751]]","[[585, 777]]"
