imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./dataset/set35/CIMG1818_-_SHEEP_#8.jpg,"[[254, 144, 893, 762]]","[[262, 321]]","[[496, 392]]","[[544, 417]]","[[905, 370]]","[[928, 326]]","[[1132, 164]]","[[796, 801]]","[[807, 855]]"
./dataset/set35/CIMG3099_-_SHEEP_#1.jpg,"[[421, 144, 681, 590]]","[[432, 257]]","[[619, 307]]","[[639, 323]]","[[938, 302]]","[[949, 273]]","[[1088, 157]]","[[844, 678]]","[[840, 715]]"
./dataset/set35/CIMG3203_-_SHEEP_#9.jpg,"[[289, 198, 720, 513]]","[[305, 225]]","[[491, 297]]","[[500, 329]]","[[778, 349]]","[[815, 309]]","[[1004, 266]]","[[578, 623]]","[[578, 666]]"
./dataset/set35/CIMG3237_-_SHEEP_#6.jpg,"[[355, 238, 847, 561]]","[[363, 286]]","[[602, 298]]","[[617, 369]]","[[929, 379]]","[[955, 299]]","[[1169, 289]]","[[763, 748]]","[[763, 781]]"
./dataset/set35/CIMG3377_-_SHEEP_#_6.jpg,"[[465, 358, 330, 304]]","[[473, 383]]","[[567, 398]]","[[559, 408]]","[[683, 454]]","[[731, 439]]","[[786, 534]]","[[489, 611]]","[[515, 639]]"
./dataset/set35/CIMG3382_-_SHEEP_#_1.jpg,"[[346, 382, 346, 349]]","[[358, 451]]","[[434, 497]]","[[471, 511]]","[[623, 487]]","[[601, 457]]","[[676, 391]]","[[666, 673]]","[[660, 704]]"
./dataset/set35/CIMG3591_-_SHEEP_#4.jpg,"[[372, 175, 566, 535]]","[[382, 210]]","[[524, 281]]","[[519, 344]]","[[776, 340]]","[[830, 283]]","[[926, 198]]","[[605, 628]]","[[618, 679]]"
./dataset/set35/CIMG3597_-_SHEEP_#1.jpg,"[[334, 184, 772, 713]]","[[344, 222]]","[[528, 289]]","[[546, 378]]","[[901, 379]]","[[913, 281]]","[[1089, 210]]","[[718, 805]]","[[716, 856]]"
./dataset/set35/CIMG5047_-_SHEEP_#4.jpg,"[[600, 309, 229, 198]]","[[609, 325]]","[[657, 349]]","[[654, 371]]","[[760, 372]]","[[780, 358]]","[[816, 327]]","[[669, 462]]","[[672, 484]]"
./dataset/set35/CIMG5097_-_SHEEP_#6.jpg,"[[20, 96, 919, 671]]","[[25, 284]]","[[330, 278]]","[[348, 225]]","[[684, 238]]","[[696, 283]]","[[934, 278]]","[[554, 606]]","[[543, 673]]"
