imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./dataset/set1/CIMG0512_-_Sheep_#11.jpg,"[[48, 195, 678, 654]]","[[62, 444]]","[[253, 456]]","[[304, 540]]","[[572, 470]]","[[532, 357]]","[[700, 214]]","[[544, 786]]","[[549, 819]]"
./dataset/set1/CIMG1000_-_Sheep_#5.jpg,"[[289, 173, 665, 472]]","[[295, 186]]","[[487, 247]]","[[491, 305]]","[[746, 320]]","[[763, 256]]","[[937, 225]]","[[579, 601]]","[[581, 629]]"
./dataset/set1/CIMG1001_-_Sheep_#5.jpg,"[[370, 329, 507, 462]]","[[364, 398]]","[[530, 445]]","[[507, 470]]","[[717, 464]]","[[757, 416]]","[[862, 345]]","[[511, 731]]","[[523, 769]]"
./dataset/set1/CIMG1002_-_Sheep_#5.jpg,"[[155, 222, 941, 747]]","[[158, 294]]","[[440, 392]]","[[455, 437]]","[[828, 410]]","[[836, 361]]","[[1084, 243]]","[[648, 872]]","[[649, 946]]"
./dataset/set1/CIMG1004_-_Sheep_#10.jpg,"[[246, 154, 622, 613]]","[[238, 236]]","[[471, 351]]","[[502, 433]]","[[777, 398]]","[[761, 297]]","[[872, 135]]","[[703, 736]]","[[700, 754]]"
./dataset/set1/CIMG1005_-_Sheep_#10.jpg,"[[120, 188, 560, 554]]","[[129, 197]]","[[284, 344]]","[[295, 379]]","[[558, 408]]","[[566, 350]]","[[669, 247]]","[[420, 680]]","[[415, 716]]"
./dataset/set1/CIMG1008_-_Sheep_#4.jpg,"[[368, 178, 688, 569]]","[[361, 208]]","[[578, 278]]","[[602, 334]]","[[913, 304]]","[[907, 242]]","[[1088, 104]]","[[837, 690]]","[[838, 728]]"
./dataset/set1/CIMG1010_-_Sheep_#4.jpg,"[[213, 187, 436, 357]]","[[213, 247]]","[[318, 301]]","[[314, 321]]","[[511, 313]]","[[530, 310]]","[[643, 201]]","[[352, 451]]","[[358, 503]]"
./dataset/set1/CIMG1013_-_Sheep_#7.jpg,"[[107, 336, 510, 493]]","[[107, 328]]","[[245, 417]]","[[220, 502]]","[[427, 545]]","[[467, 464]]","[[599, 452]]","[[230, 812]]","[[248, 829]]"
./dataset/set1/CIMG1018_-_Sheep_#1.jpg,"[[32, 222, 549, 451]]","[[32, 228]]","[[208, 324]]","[[214, 365]]","[[455, 348]]","[[448, 304]]","[[592, 198]]","[[355, 614]]","[[358, 649]]"
