imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./dataset/set28/CIMG1820_-_SHEEP_#8.jpg,"[[289, 37, 830, 722]]","[[239, 210]]","[[479, 266]]","[[520, 302]]","[[881, 250]]","[[909, 208]]","[[1108, 55]]","[[771, 673]]","[[778, 738]]"
./dataset/set28/CIMG3070_-_SHEEP_#7.jpg,"[[402, 281, 466, 399]]","[[388, 376]]","[[537, 396]]","[[570, 425]]","[[750, 390]]","[[751, 346]]","[[867, 294]]","[[758, 648]]","[[752, 667]]"
./dataset/set28/CIMG3196_-_SHEEP_#1.jpg,"[[509, 318, 393, 252]]","[[514, 338]]","[[613, 383]]","[[629, 380]]","[[796, 383]]","[[820, 385]]","[[906, 341]]","[[705, 508]]","[[706, 540]]"
./dataset/set28/CIMG3228_-_SHEEP_#7.jpg,"[[482, 206, 635, 563]]","[[488, 213]]","[[649, 327]]","[[661, 396]]","[[910, 438]]","[[949, 401]]","[[1121, 417]]","[[703, 717]]","[[704, 749]]"
./dataset/set28/CIMG3380_-_SHEEP_#_1.jpg,"[[502, 291, 353, 358]]","[[496, 338]]","[[591, 388]]","[[603, 413]]","[[776, 400]]","[[785, 367]]","[[858, 303]]","[[721, 601]]","[[722, 625]]"
./dataset/set28/CIMG3390_-_SHEEP_#_5.jpg,"[[550, 284, 503, 416]]","[[560, 374]]","[[667, 355]]","[[711, 388]]","[[915, 379]]","[[925, 339]]","[[1060, 316]]","[[860, 669]]","[[850, 691]]"
./dataset/set28/CIMG3401_-_SHEEP_#_3.jpg,"[[459, 218, 435, 423]]","[[459, 240]]","[[565, 295]]","[[574, 344]]","[[773, 344]]","[[787, 311]]","[[892, 271]]","[[661, 608]]","[[660, 630]]"
./dataset/set28/CIMG5043_-_SHEEP_#4.jpg,"[[598, 397, 190, 175]]","[[604, 420]]","[[644, 443]]","[[651, 460]]","[[738, 452]]","[[745, 437]]","[[783, 409]]","[[693, 538]]","[[695, 555]]"
./dataset/set28/CIMG5063_-_SHEEP_#2.jpg,"[[910, 389, 166, 147]]","[[919, 402]]","[[946, 426]]","[[954, 439]]","[[1031, 441]]","[[1036, 425]]","[[1073, 407]]","[[997, 509]]","[[998, 521]]"
./dataset/set28/CIMG5090_-_SHEEP_#3.jpg,"[[458, 451, 295, 280]]","[[459, 474]]","[[530, 512]]","[[539, 535]]","[[669, 530]]","[[682, 501]]","[[748, 469]]","[[599, 690]]","[[599, 717]]"
