imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./dataset/set18/CIMG1856_-_SHEEP_#_1.jpg,"[[220, 387, 789, 606]]","[[233, 524]]","[[423, 601]]","[[464, 632]]","[[792, 569]]","[[826, 535]]","[[992, 408]]","[[656, 878]]","[[676, 943]]"
./dataset/set18/CIMG3752_-_SHEEP_#_40.jpg,"[[368, 339, 434, 442]]","[[452, 334]]","[[477, 426]]","[[440, 494]]","[[632, 510]]","[[684, 482]]","[[792, 404]]","[[397, 710]]","[[407, 752]]"
./dataset/set18/CIMG4560_-_SHEEP_#4.jpg,"[[426, 265, 502, 398]]","[[436, 325]]","[[550, 329]]","[[568, 353]]","[[786, 339]]","[[802, 308]]","[[919, 276]]","[[677, 608]]","[[679, 640]]"
./dataset/set18/CIMG5514_-_SHEEP_#22.jpg,"[[591, 147, 562, 473]]","[[598, 167]]","[[678, 222]]","[[694, 257]]","[[924, 262]]","[[964, 244]]","[[1149, 210]]","[[766, 575]]","[[777, 607]]"
./dataset/set18/CIMG5626_-_SHEEP_#25.jpg,"[[239, 146, 810, 632]]","[[254, 178]]","[[435, 324]]","[[458, 351]]","[[776, 392]]","[[811, 382]]","[[1035, 313]]","[[585, 661]]","[[587, 718]]"
./dataset/set18/CIMG5861_-_SHEEP_#_37.jpg,"[[432, 335, 350, 284]]","[[437, 357]]","[[528, 407]]","[[537, 431]]","[[688, 433]]","[[695, 401]]","[[773, 354]]","[[620, 577]]","[[620, 603]]"
./dataset/set18/CIMG5910_-_SHEEP_#_36.jpg,"[[604, 368, 356, 270]]","[[612, 386]]","[[694, 414]]","[[705, 437]]","[[858, 447]]","[[863, 423]]","[[954, 400]]","[[798, 584]]","[[798, 604]]"
./dataset/set18/CIMG5919_-_SHEEP_#_33.jpg,"[[581, 241, 353, 353]]","[[596, 258]]","[[634, 305]]","[[655, 343]]","[[832, 347]]","[[823, 298]]","[[927, 271]]","[[793, 544]]","[[785, 569]]"
./dataset/set18/CIMG5943_-_SHEEP_#_41.jpg,"[[541, 302, 244, 190]]","[[547, 311]]","[[605, 338]]","[[608, 360]]","[[709, 355]]","[[725, 332]]","[[778, 304]]","[[643, 453]]","[[645, 469]]"
./dataset/set18/CIMG5955_-_SHEEP_#_30.jpg,"[[472, 258, 411, 418]]","[[477, 271]]","[[574, 338]]","[[569, 373]]","[[741, 410]]","[[790, 369]]","[[871, 323]]","[[531, 610]]","[[544, 649]]"
