imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./training_data/set7/commodities-sheep-meat.html_PHOTO.jpg,"[[195, 213, 61, 52], [273, 191, 43, 37]]","[[199, 225], [275, 198]]","[[211, 223], [283, 198]]","[[215, 229], [284, 201]]","[[240, 231], [304, 202]]","[[244, 225], [307, 199]]","[[256, 229], [314, 200]]","[[224, 252], [285, 216]]","[[225, 260], [286, 222]]"
./training_data/set7/cute-baby-sheep.jpg,"[[33, 37, 196, 159]]","[[41, 117]]","[[95, 97]]","[[103, 128]]","[[181, 114]]","[[180, 82]]","[[218, 42]]","[[149, 169]]","[[151, 181]]"
./training_data/set7/depositphotos_1596239-Herd-of-sheep.jpg,"[[17, 338, 251, 176], [744, 302, 210, 200]]","[[23, 351], [751, 307]]","[[80, 384], [780, 360]]","[[100, 393], [786, 381]]","[[200, 392], [881, 392]]","[[210, 384], [896, 383]]","[[261, 359], [952, 357]]","[[168, 474], [814, 458]]","[[168, 494], [814, 479]]"
./training_data/set7/depositphotos_2834859-Sheep.jpg,"[[155, 626, 107, 74], [482, 714, 144, 99], [918, 697, 70, 51]]","[[158, 636], [487, 742], [920, 724]]","[[182, 638], [518, 741], [934, 723]]","[[189, 641], [523, 740], [941, 717]]","[[229, 646], [584, 740], [968, 708]]","[[236, 642], [591, 744], [973, 711]]","[[257, 640], [619, 748], [986, 704]]","[[211, 677], [547, 777], [969, 720]]","[[211, 690], [547, 794], [971, 728]]"
./training_data/set7/dolly_cloned_sheep.jpg,"[[115, 42, 106, 90], [384, 44, 103, 87]]","[[119, 53], [389, 53]]","[[141, 62], [406, 63]]","[[148, 76], [414, 75]]","[[189, 75], [456, 74]]","[[194, 62], [462, 61]]","[[215, 54], [483, 56]]","[[170, 111], [436, 112]]","[[168, 120], [436, 121]]"
./training_data/set7/Domestic_sheep_wallpaper.jpg,"[[654, 280, 645, 381]]","[[656, 388]]","[[834, 388]]","[[873, 393]]","[[1075, 421]]","[[1110, 435]]","[[1288, 470]]","[[943, 562]]","[[939, 607]]"
./training_data/set7/dorsets.jpg,"[[604, 383, 180, 147], [6, 263, 116, 73]]","[[611, 401], [11, 281]]","[[634, 410], [31, 285]]","[[666, 440], [40, 288]]","[[731, 446], [84, 286]]","[[742, 412], [93, 285]]","[[776, 403], [114, 279]]","[[704, 502], [61, 308]]","[[705, 518], [60, 318]]"
./training_data/set7/English+Sheep.jpg,"[[282, 123, 377, 306]]","[[292, 149]]","[[375, 197]]","[[389, 213]]","[[546, 220]]","[[557, 200]]","[[650, 153]]","[[462, 344]]","[[462, 375]]"
./training_data/set7/GD8280534@Herdwick-sheep-in-the-4887.jpg,"[[73, 108, 96, 64]]","[[79, 127]]","[[98, 125]]","[[102, 132]]","[[137, 135]]","[[143, 127]]","[[162, 127]]","[[115, 157]]","[[117, 165]]"
./training_data/set7/herd-sheep-9223815.jpg,"[[7, 342, 325, 218], [562, 344, 275, 263], [976, 312, 278, 215], [392, 88, 224, 177]]","[[17, 378], [574, 356], [986, 346], [398, 98]]","[[110, 389], [623, 419], [1051, 355], [452, 135]]","[[124, 397], [635, 444], [1064, 371], [471, 147]]","[[238, 405], [759, 448], [1174, 373], [561, 147]]","[[248, 383], [772, 430], [1190, 354], [573, 127]]","[[321, 356], [823, 373], [1248, 342], [610, 92]]","[[178, 507], [696, 555], [1115, 471], [515, 221]]","[[179, 536], [697, 579], [1116, 496], [515, 240]]"
