imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./dataset/set38/CIMG2738_-_SHEEP_#1.jpg,"[[223, 86, 826, 524]]","[[209, 168]]","[[468, 166]]","[[501, 192]]","[[798, 191]]","[[805, 157]]","[[1070, 158]]","[[686, 542]]","[[675, 588]]"
./dataset/set38/CIMG3235_-_SHEEP_#5.jpg,"[[341, 164, 843, 614]]","[[326, 222]]","[[548, 269]]","[[593, 305]]","[[951, 313]]","[[951, 268]]","[[1189, 225]]","[[844, 699]]","[[828, 742]]"
./dataset/set38/CIMG3369_-_SHEEP_#_4.jpg,"[[655, 391, 251, 232]]","[[656, 414]]","[[715, 444]]","[[712, 465]]","[[830, 463]]","[[853, 445]]","[[901, 406]]","[[741, 575]]","[[745, 596]]"
./dataset/set38/CIMG3404_-_SHEEP_#_2.jpg,"[[442, 247, 443, 428]]","[[451, 269]]","[[563, 306]]","[[561, 365]]","[[755, 372]]","[[770, 317]]","[[880, 272]]","[[612, 645]]","[[617, 664]]"
./dataset/set38/CIMG3607_-_SHEEP_#6.jpg,"[[299, 155, 645, 518]]","[[277, 359]]","[[466, 279]]","[[483, 278]]","[[750, 245]]","[[770, 236]]","[[977, 311]]","[[615, 628]]","[[627, 656]]"
./dataset/set38/CIMG3614_-_SHEEP_#2.jpg,"[[299, 71, 894, 872]]","[[298, 188]]","[[510, 239]]","[[551, 332]]","[[953, 319]]","[[957, 237]]","[[1199, 96]]","[[799, 862]]","[[781, 916]]"
./dataset/set38/CIMG5064_-_SHEEP_#2.jpg,"[[586, 263, 185, 168]]","[[589, 275]]","[[630, 292]]","[[640, 316]]","[[717, 315]]","[[724, 295]]","[[767, 272]]","[[678, 404]]","[[678, 419]]"
./dataset/set38/CIMG5071_-_SHEEP_#1.jpg,"[[642, 397, 170, 157]]","[[646, 410]]","[[682, 429]]","[[689, 449]]","[[764, 447]]","[[765, 429]]","[[810, 405]]","[[728, 529]]","[[728, 541]]"
./dataset/set38/CIMG5074_-_SHEEP_#1.jpg,"[[612, 305, 179, 159]]","[[622, 318]]","[[656, 343]]","[[663, 357]]","[[741, 360]]","[[742, 344]]","[[782, 326]]","[[704, 427]]","[[701, 447]]"
./dataset/set38/CIMG5105_-_SHEEP_#5.jpg,"[[497, 312, 367, 298]]","[[497, 357]]","[[573, 356]]","[[607, 372]]","[[755, 380]]","[[761, 362]]","[[855, 358]]","[[709, 569]]","[[704, 597]]"
