imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./dataset/set25/CIMG1606_-_SHEEP_#5.jpg,"[[339, 12, 779, 778]]","[[355, 39]]","[[513, 199]]","[[583, 273]]","[[935, 236]]","[[910, 141]]","[[1130, 1]]","[[896, 679]]","[[881, 738]]"
./dataset/set25/CIMG1775_-_SHEEP_#9.jpg,"[[496, 34, 569, 616]]","[[508, 43]]","[[553, 156]]","[[556, 239]]","[[852, 248]]","[[892, 211]]","[[1060, 115]]","[[636, 551]]","[[640, 604]]"
./dataset/set25/CIMG1790_-_SHEEP_#4.jpg,"[[181, 90, 884, 676]]","[[186, 152]]","[[433, 198]]","[[450, 250]]","[[818, 261]]","[[850, 213]]","[[1080, 204]]","[[614, 675]]","[[619, 735]]"
./dataset/set25/CIMG1808_-_SHEEP_#8.jpg,"[[397, 121, 658, 598]]","[[385, 254]]","[[558, 286]]","[[623, 324]]","[[882, 286]]","[[884, 230]]","[[1045, 134]]","[[862, 651]]","[[858, 684]]"
./dataset/set25/CIMG1829_-_SHEEP_#7.jpg,"[[413, 49, 614, 685]]","[[412, 172]]","[[552, 211]]","[[578, 298]]","[[883, 265]]","[[882, 175]]","[[1017, 61]]","[[780, 656]]","[[779, 703]]"
./dataset/set25/CIMG2697_-_SHEEP_#6.jpg,"[[369, 198, 558, 478]]","[[377, 259]]","[[519, 309]]","[[528, 349]]","[[777, 338]]","[[783, 299]]","[[917, 215]]","[[674, 605]]","[[676, 654]]"
./dataset/set25/CIMG2707_-_SHEEP_#5.jpg,"[[257, 242, 289, 312]]","[[261, 256]]","[[321, 330]]","[[330, 359]]","[[464, 363]]","[[467, 331]]","[[548, 270]]","[[404, 517]]","[[402, 538]]"
./dataset/set25/CIMG2717_-_SHEEP_#4.jpg,"[[69, 212, 535, 558]]","[[74, 408]]","[[263, 415]]","[[311, 426]]","[[543, 395]]","[[513, 323]]","[[543, 214]]","[[563, 723]]","[[553, 753]]"
./dataset/set25/CIMG2726_-_SHEEP_#9.jpg,"[[172, 252, 466, 489]]","[[182, 366]]","[[291, 403]]","[[337, 434]]","[[543, 391]]","[[524, 336]]","[[619, 262]]","[[594, 677]]","[[585, 713]]"
./dataset/set25/CIMG2736_-_SHEEP_#1.jpg,"[[218, 111, 887, 595]]","[[228, 174]]","[[481, 209]]","[[503, 257]]","[[797, 307]]","[[840, 296]]","[[1110, 302]]","[[565, 633]]","[[566, 677]]"
