imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./training_data/set2/1435sheep.300a.jpg,"[[26, 81, 183, 146], [202, 83, 190, 134]]","[[32, 116], [206, 103]]","[[62, 119], [236, 110]]","[[80, 138], [258, 127]]","[[154, 137], [332, 127]]","[[176, 114], [351, 112]]","[[206, 111], [389, 102]]","[[116, 205], [289, 190]]","[[116, 217], [291, 205]]"
./training_data/set2/our-own-personal-sheep.jpg,"[[220, 516, 149, 109], [374, 595, 142, 130], [734, 362, 107, 90], [444, 469, 117, 85], [820, 474, 188, 158]]","[[230, 529], [386, 622], [743, 370], [449, 480], [833, 482]]","[[267, 543], [408, 630], [757, 383], [473, 489], [872, 500]]","[[271, 559], [426, 650], [769, 392], [480, 501], [876, 518]]","[[327, 559], [482, 640], [813, 389], [527, 499], [957, 521]]","[[334, 543], [471, 616], [815, 377], [530, 488], [962, 506]]","[[367, 528], [512, 600], [837, 367], [556, 477], [1003, 487]]","[[299, 598], [480, 701], [810, 423], [508, 533], [912, 597]]","[[298, 614], [477, 713], [808, 435], [509, 542], [913, 615]]"
./training_data/set2/Pair_of_Icelandic_Sheep.jpg,"[[747, 221, 245, 197]]","[[752, 245]]","[[802, 256]]","[[813, 286]]","[[916, 296]]","[[928, 266]]","[[987, 277]]","[[869, 371]]","[[868, 396]]"
./training_data/set2/Porkeri_sheep.jpg,"[[287, 226, 242, 226]]","[[298, 249]]","[[337, 265]]","[[354, 303]]","[[459, 311]]","[[476, 276]]","[[525, 264]]","[[397, 399]]","[[396, 423]]"
./training_data/set2/romney-merino-sheep.jpg,"[[281, 221, 61, 49], [508, 225, 54, 38]]","[[284, 235], [512, 236]]","[[292, 234], [522, 236]]","[[299, 237], [547, 237]]","[[325, 236], [556, 237]]","[[331, 234], [528, 239]]","[[339, 234], [543, 239]]","[[312, 249], [538, 249]]","[[313, 258], [537, 255]]"
./training_data/set2/Romney_634_475_90.jpg,"[[50, 41, 152, 120]]","[[63, 64]]","[[83, 62]]","[[89, 82]]","[[152, 80]]","[[170, 71]]","[[190, 75]]","[[95, 122]]","[[96, 142]]"
./training_data/set2/sheep_1612051c.jpg,"[[299, 30, 103, 79]]","[[307, 47]]","[[328, 48]]","[[333, 55]]","[[369, 57]]","[[374, 47]]","[[394, 49]]","[[351, 86]]","[[352, 96]]"
./training_data/set2/sheep_1830214c.jpg,"[[101, 33, 87, 71]]","[[108, 42]]","[[127, 55]]","[[131, 60]]","[[158, 56]]","[[162, 49]]","[[176, 34]]","[[145, 78]]","[[147, 92]]"
./training_data/set2/sheep_fencing_devon.jpg,"[[332, 72, 354, 252]]","[[343, 99]]","[[428, 118]]","[[443, 134]]","[[568, 133]]","[[580, 120]]","[[673, 100]]","[[509, 268]]","[[510, 290]]"
./training_data/set2/sheep_four.jpg,"[[59, 48, 171, 102]]","[[64, 71]]","[[106, 84]]","[[115, 93]]","[[174, 90]]","[[187, 83]]","[[225, 64]]","[[139, 113]]","[[140, 127]]"
