imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./training_data/set3/01_62_25---Black-Sheep_web.jpg,"[[89, 71, 185, 134]]","[[100, 83]]","[[141, 95]]","[[150, 122]]","[[213, 122]]","[[230, 98]]","[[267, 88]]","[[177, 171]]","[[178, 185]]"
./training_data/set3/07_05_33---Flock-of-Sheep_web.jpg,"[[319, 96, 95, 94], [512, 81, 86, 98], [151, 134, 112, 71], [91, 89, 91, 76]]","[[329, 109], [518, 88], [161, 140], [101, 98]]","[[348, 125], [535, 117], [185, 144], [114, 112]]","[[351, 138], [539, 125], [188, 152], [117, 117]]","[[386, 135], [583, 127], [223, 154], [151, 119]]","[[394, 125], [585, 115], [235, 157], [157, 114]]","[[409, 105], [593, 85], [257, 147], [176, 98]]","[[362, 168], [558, 155], [191, 179], [124, 141]]","[[364, 178], [558, 166], [191, 191], [124, 152]]"
./training_data/set3/07_48_2---Sheep-and-Lambs_web.jpg,"[[207, 169, 71, 52], [392, 44, 94, 83]]","[[212, 181], [397, 52]]","[[226, 189], [413, 61]]","[[232, 194], [421, 70]]","[[255, 194], [458, 72]]","[[261, 188], [463, 64]]","[[273, 174], [482, 55]]","[[241, 206], [440, 107]]","[[242, 211], [439, 115]]"
./training_data/set3/1.jpg,"[[113, 106, 73, 50], [57, 95, 71, 62]]","[[124, 111], [62, 105]]","[[134, 122], [75, 114]]","[[137, 122], [84, 118]]","[[160, 122], [112, 119]]","[[165, 121], [114, 114]]","[[181, 116], [126, 104]]","[[149, 141], [106, 139]]","[[148, 147], [105, 147]]"
./training_data/set3/10883960_mother_sheep_and_her_lamb.jpg,"[[124, 64, 257, 194], [703, 180, 270, 158]]","[[135, 99], [717, 201]]","[[193, 113], [779, 227]]","[[206, 120], [801, 239]]","[[311, 117], [878, 238]]","[[321, 104], [895, 225]]","[[375, 78], [956, 194]]","[[261, 206], [842, 299]]","[[262, 233], [844, 313]]"
./training_data/set3/1797416.jpg,"[[244, 113, 272, 214]]","[[251, 130]]","[[306, 155]]","[[325, 189]]","[[436, 186]]","[[449, 151]]","[[507, 135]]","[[382, 285]]","[[384, 305]]"
./training_data/set3/437225-sheep.jpg,"[[345, 22, 136, 116]]","[[355, 37]]","[[381, 54]]","[[387, 59]]","[[442, 59]]","[[449, 50]]","[[473, 36]]","[[420, 105]]","[[420, 119]]"
./training_data/set3/az_sheep.jpg,"[[84, 0, 379, 277]]","[[105, 3]]","[[182, 75]]","[[193, 113]]","[[350, 118]]","[[362, 67]]","[[443, 5]]","[[265, 219]]","[[264, 246]]"
./training_data/set3/Blackface-Sheep-Scotland.jpg,"[[685, 102, 267, 187], [107, 426, 190, 127]]","[[693, 129], [120, 442]]","[[753, 137], [168, 458]]","[[758, 154], [188, 473]]","[[857, 156], [248, 465]]","[[879, 141], [249, 452]]","[[946, 137], [285, 425]]","[[787, 245], [234, 517]]","[[785, 264], [234, 528]]"
./training_data/set3/Sheep-cumbria.jpg,"[[679, 172, 247, 203], [908, 245, 223, 159]]","[[690, 191], [911, 274]]","[[744, 219], [960, 291]]","[[750, 243], [973, 306]]","[[859, 242], [1062, 307]]","[[866, 214], [1067, 287]]","[[918, 187], [1123, 270]]","[[807, 324], [1033, 363]]","[[807, 350], [1031, 381]]"
