imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./dataset/set4/CIMG1120_-_Sheep_#_13.jpg,"[[495, 236, 480, 432]]","[[504, 248]]","[[591, 353]]","[[581, 386]]","[[805, 433]]","[[830, 408]]","[[975, 353]]","[[620, 587]]","[[615, 633]]"
./dataset/set4/CIMG1127_-_Sheep_#_14.jpg,"[[133, 136, 490, 411]]","[[140, 158]]","[[264, 255]]","[[282, 292]]","[[494, 289]]","[[497, 256]]","[[615, 232]]","[[432, 479]]","[[427, 512]]"
./dataset/set4/CIMG1128_-_Sheep_#_15.jpg,"[[364, 196, 626, 479]]","[[371, 257]]","[[537, 289]]","[[538, 368]]","[[810, 375]]","[[810, 281]]","[[971, 213]]","[[664, 641]]","[[668, 664]]"
./dataset/set4/CIMG1130_-_Sheep_#_15.jpg,"[[433, 198, 539, 474]]","[[448, 222]]","[[569, 316]]","[[592, 357]]","[[843, 380]]","[[836, 336]]","[[965, 276]]","[[766, 596]]","[[758, 639]]"
./dataset/set4/CIMG1134_-_Sheep_#_20.jpg,"[[171, 247, 433, 386]]","[[185, 265]]","[[293, 340]]","[[299, 384]]","[[498, 391]]","[[500, 332]]","[[597, 257]]","[[419, 580]]","[[415, 608]]"
./dataset/set4/CIMG1135_-_Sheep_#_20.jpg,"[[17, 304, 499, 389]]","[[25, 315]]","[[158, 376]]","[[161, 437]]","[[373, 430]]","[[380, 368]]","[[504, 314]]","[[272, 653]]","[[277, 674]]"
./dataset/set4/CIMG1151.jpg,"[[116, 186, 554, 433]]","[[126, 215]]","[[281, 280]]","[[303, 325]]","[[506, 315]]","[[520, 266]]","[[659, 195]]","[[418, 590]]","[[418, 605]]"
./dataset/set4/CIMG1290.jpg,"[[223, 163, 770, 566]]","[[233, 204]]","[[418, 271]]","[[437, 303]]","[[789, 310]]","[[805, 274]]","[[974, 197]]","[[636, 635]]","[[633, 684]]"
./dataset/set4/CIMG1306.jpg,"[[488, 71, 464, 410]]","[[495, 93]]","[[609, 171]]","[[631, 195]]","[[812, 208]]","[[825, 174]]","[[943, 124]]","[[741, 435]]","[[734, 460]]"
./dataset/set4/CIMG1311.jpg,"[[234, 341, 526, 492]]","[[247, 473]]","[[400, 485]]","[[451, 539]]","[[648, 492]]","[[649, 433]]","[[747, 353]]","[[651, 799]]","[[641, 821]]"
