imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./dataset/set23/CIMG2033_-_SHEEP_#5.jpg,"[[126, 123, 821, 645]]","[[131, 130]]","[[363, 299]]","[[402, 357]]","[[697, 347]]","[[710, 290]]","[[942, 183]]","[[597, 710]]","[[596, 744]]"
./dataset/set23/CIMG2645.jpg,"[[107, 184, 633, 617]]","[[115, 211]]","[[295, 305]]","[[286, 359]]","[[569, 412]]","[[611, 379]]","[[745, 323]]","[[307, 726]]","[[310, 775]]"
./dataset/set23/CIMG4474_-_SHEEP_#5.jpg,"[[403, 136, 522, 518]]","[[413, 157]]","[[504, 292]]","[[539, 298]]","[[771, 336]]","[[796, 321]]","[[911, 261]]","[[664, 535]]","[[654, 590]]"
./dataset/set23/CIMG4509_-_SHEEP_#7.jpg,"[[408, 119, 380, 330]]","[[413, 147]]","[[501, 182]]","[[512, 204]]","[[674, 215]]","[[702, 198]]","[[784, 163]]","[[554, 401]]","[[560, 427]]"
./dataset/set23/CIMG4526_-_SHEEP_#6.jpg,"[[12, 225, 308, 225]]","[[14, 254]]","[[100, 272]]","[[106, 288]]","[[229, 280]]","[[243, 264]]","[[309, 235]]","[[176, 420]]","[[176, 441]]"
./dataset/set23/CIMG5313_-_SHEEP_#9.jpg,"[[366, 146, 617, 546]]","[[374, 184]]","[[536, 266]]","[[582, 282]]","[[843, 290]]","[[847, 256]]","[[973, 195]]","[[866, 616]]","[[849, 660]]"
./dataset/set23/CIMG5550_-_SHEEP_#9.jpg,"[[523, 418, 261, 216]]","[[528, 446]]","[[593, 457]]","[[597, 475]]","[[710, 475]]","[[728, 464]]","[[779, 446]]","[[636, 606]]","[[639, 625]]"
./dataset/set23/CIMG5554_-_SHEEP_#9.jpg,"[[566, 317, 244, 190]]","[[572, 334]]","[[626, 364]]","[[629, 373]]","[[739, 377]]","[[753, 375]]","[[803, 336]]","[[661, 470]]","[[661, 491]]"
./dataset/set23/CIMG6007_-_SHEEP_#9.jpg,"[[551, 275, 273, 220]]","[[558, 313]]","[[626, 342]]","[[634, 361]]","[[736, 353]]","[[752, 338]]","[[816, 284]]","[[684, 463]]","[[690, 482]]"
./dataset/set23/DC_3371  - SHEEP #9.jpg,"[[388, 337, 406, 324]]","[[393, 370]]","[[488, 415]]","[[506, 424]]","[[679, 434]]","[[693, 422]]","[[784, 382]]","[[581, 608]]","[[583, 640]]"
