imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./dataset/set19/CIMG0834.jpg,"[[194, 372, 440, 357]]","[[201, 401]]","[[312, 421]]","[[319, 452]]","[[502, 455]]","[[513, 426]]","[[625, 395]]","[[401, 668]]","[[401, 708]]"
./dataset/set19/CIMG1141_-_Sheep_#3.jpg,"[[256, 260, 545, 514]]","[[263, 299]]","[[383, 322]]","[[362, 407]]","[[575, 412]]","[[646, 350]]","[[786, 353]]","[[452, 745]]","[[471, 764]]"
./dataset/set19/CIMG1495_-_SHEEP_#2.jpg,"[[346, 148, 865, 746]]","[[379, 145]]","[[500, 345]]","[[505, 408]]","[[846, 377]]","[[959, 365]]","[[1198, 284]]","[[605, 790]]","[[635, 866]]"
./dataset/set19/CIMG2044_-_SHEEP_#2.jpg,"[[216, 247, 904, 555]]","[[225, 310]]","[[493, 328]]","[[525, 371]]","[[830, 357]]","[[871, 322]]","[[1109, 269]]","[[691, 713]]","[[699, 769]]"
./dataset/set19/CIMG4401_-_SHEEP_#5.jpg,"[[399, 39, 644, 520]]","[[416, 62]]","[[555, 145]]","[[567, 190]]","[[815, 211]]","[[858, 163]]","[[1026, 118]]","[[635, 525]]","[[641, 543]]"
./dataset/set19/CIMG4464_-_SHEEP_#1.jpg,"[[41, 137, 479, 438]]","[[47, 152]]","[[149, 243]]","[[166, 278]]","[[375, 278]]","[[413, 246]]","[[514, 179]]","[[264, 528]]","[[269, 556]]"
./dataset/set19/CIMG4506_-_SHEEP_#7.jpg,"[[40, 200, 329, 288]]","[[51, 224]]","[[125, 280]]","[[140, 293]]","[[281, 288]]","[[301, 271]]","[[357, 208]]","[[208, 435]]","[[208, 459]]"
./dataset/set19/CIMG4512_-_SHEEP_#6.jpg,"[[535, 234, 259, 187]]","[[546, 263]]","[[600, 278]]","[[615, 294]]","[[722, 290]]","[[731, 272]]","[[788, 247]]","[[671, 394]]","[[672, 408]]"
./dataset/set19/CIMG4578_-_SHEEP_#6.jpg,"[[422, 242, 409, 330]]","[[437, 255]]","[[480, 301]]","[[492, 324]]","[[650, 324]]","[[677, 308]]","[[820, 288]]","[[550, 538]]","[[554, 559]]"
./dataset/set19/CIMG5205_-_SHEEP_#8.jpg,"[[473, 260, 494, 465]]","[[481, 278]]","[[541, 367]]","[[558, 377]]","[[799, 391]]","[[819, 366]]","[[961, 314]]","[[705, 647]]","[[701, 690]]"
