imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./dataset/set16/CIMG2113_-_SHEEP_#16.jpg,"[[372, 92, 789, 741]]","[[388, 198]]","[[566, 274]]","[[571, 338]]","[[985, 300]]","[[991, 210]]","[[1130, 116]]","[[818, 716]]","[[828, 770]]"
./dataset/set16/CIMG2564_-_SHEEP_#23.jpg,"[[352, 195, 606, 659]]","[[364, 210]]","[[533, 344]]","[[496, 466]]","[[776, 511]]","[[844, 399]]","[[940, 326]]","[[560, 760]]","[[566, 815]]"
./dataset/set16/CIMG3424_-_SHEEP_#33.jpg,"[[629, 44, 340, 395]]","[[634, 256]]","[[725, 240]]","[[751, 269]]","[[900, 178]]","[[883, 143]]","[[957, 58]]","[[932, 387]]","[[942, 411]]"
./dataset/set16/CIMG3429_-_SHEEP_#33.jpg,"[[544, 338, 328, 297]]","[[552, 358]]","[[638, 387]]","[[632, 423]]","[[783, 431]]","[[801, 399]]","[[866, 368]]","[[654, 584]]","[[658, 612]]"
./dataset/set16/CIMG3745_-_SHEEP_#_34.jpg,"[[450, 300, 435, 392]]","[[461, 351]]","[[539, 407]]","[[556, 442]]","[[746, 430]]","[[765, 392]]","[[873, 314]]","[[639, 638]]","[[645, 666]]"
./dataset/set16/CIMG4950_-_SHEEP_#14.jpg,"[[392, 258, 292, 291]]","[[402, 309]]","[[473, 332]]","[[472, 356]]","[[608, 350]]","[[618, 324]]","[[671, 272]]","[[521, 502]]","[[529, 528]]"
./dataset/set16/CIMG5521_-_SHEEP_#23.jpg,"[[623, 350, 172, 151]]","[[629, 361]]","[[666, 385]]","[[671, 397]]","[[742, 401]]","[[750, 388]]","[[789, 371]]","[[701, 476]]","[[701, 486]]"
./dataset/set16/CIMG5871_-_SHEEP_#_40.jpg,"[[539, 324, 201, 200]]","[[544, 374]]","[[597, 390]]","[[600, 408]]","[[696, 393]]","[[700, 372]]","[[733, 333]]","[[646, 480]]","[[647, 500]]"
./dataset/set16/CIMG5936_-_SHEEP_#_32.jpg,"[[510, 409, 404, 363]]","[[521, 432]]","[[598, 492]]","[[620, 513]]","[[815, 517]]","[[817, 480]]","[[905, 420]]","[[778, 693]]","[[770, 733]]"
./dataset/set16/DC_2690 - SHEEP #18.jpg,"[[135, 242, 697, 494]]","[[141, 283]]","[[318, 357]]","[[339, 358]]","[[633, 358]]","[[660, 387]]","[[818, 319]]","[[449, 594]]","[[449, 667]]"
