imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./dataset/set6/CIMG1575_-_SHEEP_#9.jpg,"[[308, 286, 741, 515]]","[[325, 368]]","[[488, 316]]","[[499, 365]]","[[857, 366]]","[[866, 317]]","[[1030, 372]]","[[687, 699]]","[[690, 759]]"
./dataset/set6/CIMG1579_-_SHEEP_#9.jpg,"[[460, 77, 735, 734]]","[[459, 331]]","[[658, 201]]","[[648, 319]]","[[997, 357]]","[[1009, 211]]","[[1179, 370]]","[[781, 780]]","[[783, 799]]"
./dataset/set6/CIMG1586_-_SHEEP_#7.jpg,"[[65, 169, 992, 649]]","[[81, 314]]","[[367, 380]]","[[401, 374]]","[[786, 355]]","[[809, 326]]","[[1043, 199]]","[[637, 709]]","[[641, 773]]"
./dataset/set6/CIMG1695.jpg,"[[7, 27, 1179, 915]]","[[12, 221]]","[[344, 273]]","[[413, 301]]","[[872, 275]]","[[871, 183]]","[[1167, 81]]","[[776, 825]]","[[776, 897]]"
./dataset/set6/CIMG1846_-_SHEEP_#_2.jpg,"[[298, 128, 739, 609]]","[[316, 257]]","[[492, 304]]","[[553, 325]]","[[848, 284]]","[[854, 247]]","[[1020, 173]]","[[867, 654]]","[[860, 696]]"
./dataset/set6/CIMG1847_-_SHEEP_#_2.jpg,"[[221, 161, 810, 617]]","[[244, 265]]","[[453, 295]]","[[469, 348]]","[[784, 319]]","[[820, 286]]","[[1002, 212]]","[[627, 723]]","[[637, 758]]"
./dataset/set6/CIMG1875_-_SHEEP_#1.jpg,"[[116, 144, 707, 841]]","[[144, 182]]","[[337, 267]]","[[309, 393]]","[[631, 471]]","[[695, 361]]","[[798, 403]]","[[295, 934]]","[[334, 978]]"
./dataset/set6/CIMG1876_-_SHEEP_#1.jpg,"[[235, 127, 773, 824]]","[[250, 155]]","[[449, 255]]","[[422, 363]]","[[785, 423]]","[[820, 322]]","[[999, 331]]","[[472, 906]]","[[475, 943]]"
./dataset/set6/CIMG1957.jpg,"[[397, 369, 464, 325]]","[[411, 394]]","[[524, 451]]","[[535, 450]]","[[725, 454]]","[[741, 450]]","[[845, 383]]","[[638, 613]]","[[640, 653]]"
./dataset/set6/CIMG2141_-_SHEEP_#15.jpg,"[[168, 77, 910, 917]]","[[180, 257]]","[[364, 316]]","[[410, 442]]","[[875, 437]]","[[843, 273]]","[[1063, 89]]","[[714, 886]]","[[699, 951]]"
