imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./dataset/set13/CIMG2464_-_SHEEP_#29.jpg,"[[492, 152, 301, 452]]","[[515, 144]]","[[530, 279]]","[[499, 347]]","[[669, 374]]","[[705, 326]]","[[786, 276]]","[[520, 564]]","[[527, 590]]"
./dataset/set13/CIMG2825_-_SHEEP_#26.jpg,"[[146, 167, 691, 678]]","[[152, 379]]","[[370, 470]]","[[390, 491]]","[[666, 405]]","[[688, 389]]","[[816, 182]]","[[532, 719]]","[[557, 783]]"
./dataset/set13/CIMG3439_-_SHEEP_#34.jpg,"[[432, 181, 572, 537]]","[[447, 192]]","[[546, 295]]","[[544, 364]]","[[785, 395]]","[[824, 355]]","[[996, 281]]","[[565, 664]]","[[574, 695]]"
./dataset/set13/CIMG3714_-_SHEEP_#_32.jpg,"[[404, 148, 604, 530]]","[[419, 225]]","[[564, 297]]","[[592, 329]]","[[869, 306]]","[[878, 257]]","[[998, 157]]","[[821, 604]]","[[818, 649]]"
./dataset/set13/CIMG3724_-_SHEEP_#_33.jpg,"[[419, 233, 383, 426]]","[[424, 255]]","[[521, 328]]","[[555, 364]]","[[759, 354]]","[[738, 307]]","[[770, 223]]","[[765, 598]]","[[755, 629]]"
./dataset/set13/CIMG3751_-_SHEEP_#_40.jpg,"[[449, 329, 453, 388]]","[[532, 312]]","[[551, 398]]","[[512, 434]]","[[715, 465]]","[[760, 447]]","[[883, 375]]","[[510, 607]]","[[509, 655]]"
./dataset/set13/CIMG3764_-_SHEEP_#_37.jpg,"[[316, 167, 550, 507]]","[[321, 317]]","[[440, 363]]","[[457, 359]]","[[706, 345]]","[[711, 298]]","[[850, 179]]","[[596, 622]]","[[595, 654]]"
./dataset/set13/CIMG4870.jpg,"[[356, 322, 371, 353]]","[[362, 359]]","[[451, 395]]","[[479, 422]]","[[648, 433]]","[[651, 397]]","[[728, 364]]","[[638, 610]]","[[634, 643]]"
./dataset/set13/CIMG4948_-_SHEEP_#14.jpg,"[[521, 336, 230, 243]]","[[526, 377]]","[[583, 390]]","[[579, 417]]","[[691, 411]]","[[706, 388]]","[[745, 347]]","[[597, 541]]","[[605, 563]]"
./dataset/set13/CIMG5256_-_SHEEP_#21.jpg,"[[399, 270, 314, 240]]","[[417, 288]]","[[474, 346]]","[[486, 337]]","[[620, 346]]","[[642, 351]]","[[702, 302]]","[[514, 424]]","[[510, 457]]"
