imgName,faces,leftEarCorner,leftEarRoot,leftEye,rightEye,rightEarRoot,rightEarCorner,Nose,Mouth
./dataset/set33/CIMG2716_-_SHEEP_#4.jpg,"[[223, 204, 477, 543]]","[[232, 410]]","[[383, 402]]","[[443, 435]]","[[651, 385]]","[[618, 301]]","[[644, 177]]","[[671, 713]]","[[657, 741]]"
./dataset/set33/CIMG3096_-_SHEEP_#5.jpg,"[[319, 296, 618, 461]]","[[318, 344]]","[[493, 371]]","[[506, 414]]","[[750, 420]]","[[766, 381]]","[[931, 362]]","[[617, 708]]","[[620, 744]]"
./dataset/set33/CIMG3206_-_SHEEP_#2.jpg,"[[441, 215, 470, 466]]","[[446, 209]]","[[541, 318]]","[[571, 386]]","[[783, 378]]","[[788, 326]]","[[913, 260]]","[[697, 641]]","[[697, 672]]"
./dataset/set33/CIMG3225_-_SHEEP_#7.jpg,"[[351, 144, 545, 510]]","[[365, 157]]","[[505, 244]]","[[499, 287]]","[[696, 347]]","[[777, 338]]","[[881, 330]]","[[404, 561]]","[[412, 605]]"
./dataset/set33/CIMG3372_-_SHEEP_#_6.jpg,"[[431, 259, 552, 422]]","[[424, 337]]","[[581, 344]]","[[603, 351]]","[[806, 396]]","[[827, 410]]","[[980, 460]]","[[650, 639]]","[[645, 671]]"
./dataset/set33/CIMG3383_-_SHEEP_#_1.jpg,"[[328, 383, 372, 364]]","[[328, 450]]","[[430, 496]]","[[445, 520]]","[[621, 495]]","[[625, 462]]","[[691, 393]]","[[576, 691]]","[[580, 722]]"
./dataset/set33/CIMG3385_-_SHEEP_#_1.jpg,"[[429, 342, 375, 385]]","[[443, 426]]","[[524, 480]]","[[564, 497]]","[[721, 451]]","[[692, 430]]","[[767, 353]]","[[797, 658]]","[[791, 691]]"
./dataset/set33/CIMG3396_-_SHEEP_#_3.jpg,"[[482, 254, 351, 369]]","[[500, 263]]","[[571, 322]]","[[560, 367]]","[[708, 385]]","[[754, 348]]","[[815, 318]]","[[550, 584]]","[[563, 605]]"
./dataset/set33/CIMG3397_-_SHEEP_#_3.jpg,"[[519, 194, 336, 400]]","[[531, 207]]","[[589, 278]]","[[573, 330]]","[[728, 351]]","[[774, 318]]","[[843, 278]]","[[557, 555]]","[[570, 577]]"
./dataset/set33/CIMG3592_-_SHEEP_#4.jpg,"[[331, 63, 719, 676]]","[[351, 117]]","[[528, 247]]","[[569, 325]]","[[885, 276]]","[[889, 209]]","[[1028, 82]]","[[783, 636]]","[[783, 692]]"
